,Posts,Channel,Views_03/03,Views_03/12,view_delta
65,"Mussie Zekarias (Wedi Zeku) Axgbni ba New Eritrean Music Video 2018 by ATA Media 3 years ago 5 minutes, 22 seconds 1,798,160 views",ATA Media,"1,798,160","1,800,887",2727
66,"Dawit Nega - Qdus Tsebaya | ቕዱስ ፀባያ  New Ethiopian Music Video 2018 by ATA Media 3 years ago 4 minutes, 18 seconds 2,208,188 views",ATA Media,"2,208,188","2,211,736",3548
67,"Efrem Ayzohbelew -  ኣነ ዝፈትዎ | Ane zifetwo - New Ethiopian Music 2018 by ATA Media 3 years ago 5 minutes, 7 seconds 3,090,577 views",ATA Media,"3,090,577","3,094,350",3773
68,"New Eritrean Music - Zaki Naju - ቦኽሪ ጓሎም - 2018 by ATA Media 3 years ago 6 minutes, 36 seconds 449,209 views",ATA Media,"449,209","449,529",320
69,"New Eritrean Music - Temsgen Tewolde (Misgie) - Debasitey |ደባሲተይ 2018 by ATA Media 3 years ago 5 minutes, 47 seconds 250,712 views",ATA Media,"250,712","250,731",19
70,"New Eritrean Music - Seare Debesay - እሳት ( Eisat )2018 by ATA Media 3 years ago 4 minutes, 40 seconds 310,725 views",ATA Media,"310,725","310,810",85
71,"New Eritrean music - Araya Emahasion (ARU) - ንእስተይ/Niestey - 2018 by ATA Media 3 years ago 5 minutes, 41 seconds 262,626 views",ATA Media,"262,626","262,671",45
72,"Dawit Nega - Abashawil (ኣባሻውል) - New Ethiopian Music 2018 by ATA Media 3 years ago 5 minutes, 33 seconds 1,676,587 views",ATA Media,"1,676,587","1,676,740",153
73,"New Eritrean Music - Fana Abraha - ቅጭነይ (Qichney)2018 by ATA Media 3 years ago 4 minutes, 53 seconds 9,095,600 views",ATA Media,"9,095,600","9,111,546",15946
74,"New Eritrean Music - Habtom Tekeste | Fetishe| - ጽምዋ (Tsimwa)2018 by ATA Media 3 years ago 4 minutes, 12 seconds 88,381 views",ATA Media,"88,381","88,402",21
75,"Nazrawi Asgedom - Amesgine [Eshruru] - New Eritrean Music 2018 by ATA Media 3 years ago 6 minutes, 37 seconds 5,737,147 views",ATA Media,"5,737,147","5,758,525",21378
76,"Tesfalem Arefaine - Korchach -  ናትና'ያ ጽባሕ - New Eritrean music 2018 by ATA Media 3 years ago 6 minutes, 7 seconds 207,788 views",ATA Media,"207,788","207,880",92
77,"Michael Habte (ወዲ ሚሒራ) - Temelesi - New Eritrean Music 2018 by ATA Media 3 years ago 4 minutes, 43 seconds 97,244 views",ATA Media,"97,244","97,259",15
78,"Tesfalem Arefaine Korchach -  ኣነስ እንታይ ‘የ - New Eritrean music 2018 by ATA Media 3 years ago 5 minutes, 46 seconds 2,654,713 views",ATA Media,"2,654,713","2,657,615",2902
79,"Filimon Temesgen - Anti Nebaet | ኣንቲ ነባዒት - New Eritrean Music 2018 by ATA Media 3 years ago 4 minutes, 59 seconds 145,650 views",ATA Media,"145,650","145,685",35
80,"New Eritrean wedding Music - Hani Mihreteab - Lega Shibo  2018 by ATA Media 3 years ago 9 minutes, 10 seconds 2,316,692 views",ATA Media,"2,316,692","2,317,684",992
81,"Betty Afewerki - Kuhlay | ኩሕላይ - New Eritrean Music 2018 by ATA Media 3 years ago 4 minutes, 23 seconds 1,754,625 views",ATA Media,"1,754,625","1,755,411",786
